210006.897186,234999.99999999994
606097.321661,625000.0000000002
132998.70233,171000.00000000003
172150.360171,163000.00000000012
167339.756294,171899.99999999988
216926.118018,200499.99999999997
236163.907345,239000.00000000003
326314.144372,285000.0
128415.482175,119500.0
110600.503802,115000.00000000009
134716.057694,154900.00000000006
89904.7443433,93000.00000000001
223962.064296,249999.99999999983
258382.951686,392500.0000000001
561548.988478,745000.0
157407.737645,120000.00000000006
164247.589883,186700.00000000003
134181.15475,104899.99999999994
69395.6249964,95000.00000000006
246803.259972,261999.99999999985
190264.30783,194999.99999999994
187953.185071,189000.0
184866.881886,167999.99999999994
175459.131937,173999.99999999997
101687.104652,124999.99999999991
153859.604687,165000.00000000006
149422.241629,158000.00000000012
172124.856203,176000.00000000003
229454.753706,219210.00000000012
149669.496953,144000.00000000012
183019.401192,177999.99999999994
137860.294147,147999.9999999999
91235.273755,116049.99999999997
198261.986118,197900.00000000003
136178.559535,117000.0
195278.282019,213000.00000000003
155839.118643,153499.9999999999
248392.885696,271900.0000000001
110879.883089,107000.00000000003
213520.254815,200000.00000000006
136139.446079,139999.9999999999
302911.907721,289999.9999999999
187762.204235,189000.0
189481.249707,163999.99999999985
97407.2989446,113000.0
142774.355367,144999.99999999994
132841.484783,134500.00000000006
114876.916271,124999.99999999991
121564.032094,112000.00000000003
223240.770468,229456.0000000001
75445.709081,80499.99999999999
86478.2998804,91500.00000000001
109579.365826,115000.00000000009
127053.377349,134000.00000000006
149609.837917,142999.9999999999
130831.718965,137899.99999999994
202567.034583,184000.0
146796.054344,144999.99999999994
234532.048528,214000.0000000001
158935.29003,146999.9999999999
361653.12625,367293.99999999994
124852.651969,126999.99999999996
136242.131811,190000.00000000012
123850.416801,132499.99999999994
104414.720083,101800.00000000003
126968.564686,142000.00000000012
96889.4486372,130000.00000000006
130545.299113,138887.00000000012
172699.351627,175499.99999999988
200559.404124,194999.99999999994
135224.442256,142500.0
222274.72429,265900.0000000002
215227.13512,224899.99999999988
259911.636958,248327.99999999988
169613.418968,170000.0
405281.532342,464999.9999999997
214563.511018,230000.0000000002
215376.866062,177999.99999999994
207565.165075,186499.99999999985
150185.155562,169900.00000000015
107507.025397,129499.99999999991
120835.298733,119000.0000000001
273990.722594,243999.9999999998
195684.466397,171750.00000000003
107880.590059,130000.00000000006
296380.006294,293999.9999999999
186902.233253,165400.00000000006
133174.910223,127499.99999999991
311597.869236,301500.00000000023
103828.871002,99900.0
196018.809079,190000.00000000012
168094.845829,151000.0000000001
173096.314099,180999.99999999985
125654.536677,128899.9999999999
141478.349629,161500.00000000006
146649.612097,180499.99999999988
146992.66842,180999.99999999985
176958.75693,183899.99999999985
120427.556471,122000.0000000001
306458.270332,378499.99999999977
455736.911451,381000.00000000035
111749.281624,144000.00000000012
155335.724555,260000.00000000015
160806.120444,185749.9999999999
127069.001954,137000.00000000012
172287.63095,177000.00000000006
164134.295118,138999.99999999994
115832.490914,137000.00000000012
162226.867846,161999.99999999988
200372.680881,197900.00000000003
230849.551285,237000.00000000003
77701.5294155,68399.99999999996
211672.661117,226999.9999999998
183679.399807,179999.99999999997
147903.310266,150499.9999999999
129184.252895,138999.99999999994
197975.375493,169000.00000000012
127412.193009,132499.99999999994
149968.11032,142999.9999999999
154481.019818,190000.00000000012
241610.838429,277999.9999999999
290280.073677,280999.9999999998
156472.964614,180499.99999999988
114111.101109,119500.0
135483.192692,107500.00000000003
189454.758574,162900.0000000001
127094.205654,115000.00000000009
